ticker,date,exdate,DTE,strike,call_premium,put_premium,straddle_premium,straddle_iv,net_delta,open_interest_call,open_interest_put,volume_call,volume_put,strike_diff,impl_volatility_call,impl_volatility_put,adj_best_bid_call,adj_best_offer_call,adj_best_bid_put,adj_best_offer_put,date_pos,H,exit_pos,exit_date,straddle_mid,entry_value,exit_value,r_long,r_short,iv_realized_vol_ratio,iv_rank,realized_vol_30,realized_vol_10,realized_vol_30_rank,mom_5,mom_10,vol_change,iv_skew,log_straddle_premium,spread_call,spread_put,total_volume,total_oi,open_interest_call_full,oi_call_lag5_full,open_interest_put_full,oi_put_lag5_full,oi_change_call,oi_change_put,DTE_norm,day_of_week
AAPL,2023-01-17,2023-02-17,31,135.0,6.05,4.775,10.825,0.342436,0.10618,43829.0,26888.0,5842.0,3950.0,0.94000244140625,0.346247,0.338625,6.0,6.1,4.75,4.8,9,7,16,2023-01-26,12.305,10.825,12.305,0.13672055427251736,-0.13672055427251736,0.7889605508780674,0.2,0.3075641508343398,0.3096353341876615,0.06666666666666667,0.043526045333367736,0.045217842353785564,-0.0020711833533216817,0.007622000000000018,2.3818582738885534,0.016528925619834652,0.010471204188481638,9792.0,70717.0,43829.0,37319.0,26888.0,25129.0,0.17444197325758998,0.0699988061602133,0.8857142857142857,1
AAPL,2023-01-18,2023-02-17,30,135.0,5.5,5.125,10.625,0.343696,0.06121599999999999,43362.0,28065.0,6602.0,12232.0,0.2100067138671875,0.343164,0.344228,5.45,5.55,5.1,5.15,10,7,17,2023-01-27,13.555,10.625,13.555,0.2757647058823529,-0.2757647058823529,1.1496151199784155,0.2727272727272727,0.30764605236787734,0.21142981151220733,0.08333333333333333,0.033695080133569935,0.0779555969049978,0.09621624085567002,-0.0010639999999999539,2.3632097148104805,0.01818181818181812,0.009756097560975749,18834.0,71427.0,43362.0,44319.0,28065.0,30049.0,-0.021593447505584513,-0.06602549169689508,0.8571428571428571,2
AAPL,2023-01-19,2023-02-17,29,135.0,5.7,5.1,10.8,0.355197,0.06493499999999996,43331.0,31761.0,3771.0,6118.0,0.2700042724609375,0.360087,0.350307,5.65,5.75,5.05,5.15,11,7,18,2023-01-30,12.040000000000001,10.8,12.040000000000001,0.11481481481481483,-0.11481481481481483,0.8227481947017643,0.4166666666666667,0.3074173594784025,0.2139529104738013,0.06666666666666667,0.013246202867772344,0.06813783192164727,0.09346444900460119,0.009780000000000011,2.379546134130174,0.017543859649122744,0.01960784313725501,9889.0,75092.0,43331.0,39504.0,31761.0,25341.0,0.0968762656946132,0.2533443826210489,0.8285714285714286,3
AAPL,2023-01-20,2023-02-17,28,140.0,3.975,6.1,10.075,0.32386,-0.10120799999999996,37859.0,25332.0,9180.0,2251.0,2.1300048828125,0.324022,0.323698,3.95,4.0,6.05,6.15,12,7,19,2023-01-31,10.05,10.075,10.05,-0.0024813895781636308,0.0024813895781636308,1.0579263658372469,0.0,0.30565829667038336,0.19733170747630208,0.03333333333333333,0.03288405612672366,0.09783747911498093,0.10832658919408128,0.00032399999999999096,2.3100571078327468,0.012578616352201213,0.016393442622950907,11431.0,63191.0,37859.0,34967.0,25332.0,25333.0,0.08270655189178368,-3.947420360794221e-05,0.8,4
AAPL,2023-01-25,2023-02-24,30,142.0,5.25,5.2,10.45,0.3218265,0.038036000000000014,822.0,698.0,168.0,151.0,0.1399993896484375,0.32168,0.321973,5.2,5.3,5.15,5.25,15,7,22,2023-02-03,14.35,10.45,14.35,0.3732057416267943,-0.3732057416267943,0.9967683553222872,0.0,0.3106619808977275,0.16735786391347912,0.15,0.04801148505065934,0.08170656518422914,0.1433041169842484,-0.0002929999999999877,2.34660197841082,0.01904761904761898,0.019230769230769162,319.0,1520.0,822.0,279.0,698.0,13.0,1.946236559139785,52.69230769230769,0.8571428571428571,2
AAPL,2023-01-30,2023-03-03,32,143.0,5.75,5.55,11.3,0.33453049999999995,0.04922700000000002,366.0,181.0,164.0,174.0,0.0,0.334288,0.334773,5.7,5.8,5.5,5.6,18,7,25,2023-02-08,11.995,11.3,11.995,0.061504424778760926,-0.061504424778760926,0.8923364652383213,0.26666666666666666,0.31423530875562833,0.2109636365070685,0.21666666666666667,0.013304897864877888,0.05934925248412662,0.10327167224855982,-0.0004850000000000132,2.424802725718295,0.017391304347826025,0.018018018018017955,338.0,547.0,366.0,221.0,181.0,3.0,0.6561085972850679,59.333333333333336,0.9142857142857143,0
AAPL,2023-01-31,2023-03-03,31,144.0,5.65,5.2,10.850000000000001,0.323467,0.06521400000000005,675.0,2606.0,167.0,43.0,0.2899932861328125,0.321797,0.325137,5.6,5.7,5.15,5.25,19,7,26,2023-02-09,10.815000000000001,10.850000000000001,10.815000000000001,-0.003225806451612916,0.003225806451612916,0.6945233537964858,0.0625,0.28025432470000367,0.21106459286949406,0.0,0.012272621476387535,0.05961148690086049,0.06918973183050961,-0.0033400000000000096,2.384165079986469,0.01769911504424788,0.019230769230769162,210.0,3281.0,675.0,466.0,2606.0,65.0,0.44849785407725323,39.09230769230769,0.8857142857142857,1
AAPL,2023-02-01,2023-03-03,30,145.0,5.4,4.775,10.175,0.305865,0.07238900000000004,3456.0,631.0,1214.0,248.0,0.42999267578125,0.30566,0.30607,5.35,5.45,4.75,4.8,20,7,27,2023-02-10,10.170000000000002,10.175,10.170000000000002,-0.0004914004914003936,0.0004914004914003936,0.4967421522700111,0.0,0.2762858564956329,0.20138057232815262,0.0,0.02485416075068169,0.07286564580134089,0.0749052841674803,-0.00041000000000002146,2.3199337313286588,0.018518518518518615,0.010471204188481638,1462.0,4087.0,3456.0,724.0,631.0,63.0,3.773480662983425,9.015873015873016,0.8571428571428571,2
AAPL,2023-02-02,2023-03-03,29,150.0,5.65,5.05,10.7,0.317136,0.07223800000000002,2443.0,418.0,2573.0,1060.0,0.82000732421875,0.316506,0.317766,5.6,5.7,5.0,5.1,21,7,28,2023-02-13,8.965,10.7,8.965,-0.16214953271028032,0.16214953271028032,0.48652365290112465,0.05555555555555555,0.2871243840642068,0.24360744472712456,0.03333333333333333,0.046551591489287454,0.10881430865135718,0.043516939337082255,-0.0012599999999999834,2.3702437414678603,0.01769911504424788,0.019801980198019733,3633.0,2861.0,2443.0,1105.0,418.0,13.0,1.2108597285067872,31.153846153846153,0.8285714285714286,3
AAPL,2023-02-03,2023-03-03,28,155.0,4.75,4.75,9.5,0.2773755,0.009112999999999982,1718.0,181.0,2880.0,2271.0,0.5,0.285567,0.269184,4.7,4.8,4.7,4.8,22,7,29,2023-02-14,7.085,9.5,7.085,-0.2542105263157895,0.2542105263157895,0.7428121737816817,0.0,0.2923180938924058,0.2496142577437033,0.05,0.057067091848092395,0.11388291957032501,0.04270383614870252,0.016383000000000036,2.2512917986064953,0.021052631578947295,0.021052631578947295,5151.0,1899.0,1718.0,678.0,181.0,22.0,1.5339233038348083,7.2272727272727275,0.8,4
AAPL,2023-02-03,2023-03-10,35,155.0,5.325,5.2,10.525,0.2748605,0.020825999999999956,1063.0,363.0,1600.0,688.0,0.5,0.282416,0.267305,5.25,5.4,5.15,5.25,22,7,29,2023-02-14,8.525,10.525,8.525,-0.19002375296912113,0.19002375296912113,0.8263931611351037,0.0,0.2923180938924058,0.2496142577437033,0.05,0.057067091848092395,0.11388291957032501,0.04270383614870252,0.015110999999999986,2.3537533795684453,0.02816901408450711,0.019230769230769162,2288.0,1426.0,1063.0,23.0,363.0,3.0,45.21739130434783,120.0,1.0,4
AAPL,2023-02-06,2023-03-10,32,152.5,4.9,5.275,10.175,0.2825745,-0.0004210000000000047,1534.0,600.0,618.0,417.0,0.7700042724609375,0.285848,0.279301,4.85,4.95,5.2,5.35,23,7,30,2023-02-15,8.575000000000001,10.175,8.575000000000001,-0.1572481572481572,0.1572481572481572,0.8500586639189031,0.09523809523809523,0.29448466247234484,0.27916833760407594,0.06666666666666667,0.05925796711892824,0.07256286498380597,0.015316324868268893,0.0065469999999999695,2.3199337313286588,0.02040816326530623,0.02843601895734587,1035.0,2134.0,1534.0,159.0,600.0,10.0,8.647798742138365,59.0,0.9142857142857143,0
AAPL,2023-02-07,2023-03-10,31,155.0,5.0,4.75,9.75,0.270439,0.02325499999999997,1405.0,714.0,649.0,314.0,0.350006103515625,0.279586,0.261292,4.95,5.05,4.7,4.8,24,7,31,2023-02-16,8.25,9.75,8.25,-0.15384615384615385,0.15384615384615385,0.462062230277262,0.0,0.2854374215692255,0.28529867888083565,0.03333333333333333,0.06933934288564667,0.08161196436203408,0.00013874268838987014,0.018293999999999977,2.277267285009756,0.019999999999999928,0.021052631578947295,963.0,2119.0,1405.0,186.0,714.0,4.0,6.553763440860215,177.5,0.8857142857142857,1
AAPL,2023-02-08,2023-03-10,30,152.5,4.95,5.1,10.05,0.2882365,0.009153999999999995,1600.0,904.0,337.0,960.0,0.5800018310546875,0.293482,0.282991,4.9,5.0,5.05,5.15,25,7,32,2023-02-17,7.675000000000001,10.05,7.675000000000001,-0.23631840796019898,0.23631840796019898,0.7061406069401693,0.17391304347826086,0.2923341370670525,0.3084827210992393,0.08333333333333333,0.043659233624159265,0.06851339437484083,-0.016148584032186775,0.010491000000000028,2.307572634505085,0.02020202020202013,0.01960784313725501,1297.0,2504.0,1600.0,397.0,904.0,10.0,3.0302267002518892,89.4,0.8571428571428571,2
AAPL,2023-02-09,2023-03-10,29,150.0,5.675,4.55,10.225,0.301044,0.09918299999999997,1267.0,788.0,124.0,1400.0,0.8699951171875,0.302324,0.299764,5.6,5.75,4.5,4.6,26,7,33,2023-02-21,7.5249999999999995,10.225,7.5249999999999995,-0.2640586797066015,0.2640586797066015,1.041256585207595,0.20833333333333334,0.28911605868978096,0.3121716572465107,0.06666666666666667,0.000331385150463462,0.04688297663975078,-0.02305559855672973,0.0025600000000000067,2.3248357019288655,0.026431718061674072,0.0219780219780219,1524.0,2055.0,1267.0,608.0,788.0,54.0,1.0838815789473684,13.592592592592593,0.8285714285714286,3
AAPL,2023-02-10,2023-03-10,28,150.0,5.675,4.15,9.825,0.29294699999999996,0.125015,1249.0,1052.0,364.0,543.0,1.0099945068359375,0.295048,0.290846,5.6,5.75,4.1,4.2,27,7,34,2023-02-22,7.130000000000001,9.825,7.130000000000001,-0.27430025445292605,0.27430025445292605,1.0910437841310152,0.2,0.2685015984333972,0.3085103641680742,0.0,-0.02284807292626419,0.034219018921828076,-0.04000876573467699,0.0042019999999999835,2.284930157755325,0.026431718061674072,0.0240963855421688,907.0,2301.0,1249.0,794.0,1052.0,475.0,0.5730478589420654,1.2147368421052631,0.8,4
AAPL,2023-02-10,2023-03-17,35,150.0,6.45,4.75,11.2,0.2989175,0.12409199999999992,77243.0,43318.0,12357.0,14551.0,1.0099945068359375,0.302438,0.295397,6.4,6.5,4.7,4.8,27,7,34,2023-02-22,8.7,11.2,8.7,-0.22321428571428573,0.22321428571428573,0.6248122067851394,0.23076923076923078,0.2685015984333972,0.3085103641680742,0.0,-0.02284807292626419,0.034219018921828076,-0.04000876573467699,0.007040999999999964,2.4159137783010487,0.015503875968992192,0.021052631578947295,26908.0,120561.0,77243.0,71313.0,43318.0,24584.0,0.08315454405227658,0.7620403514480963,1.0,4
AAPL,2023-02-13,2023-03-17,32,155.0,4.975,5.725,10.7,0.2927015,-0.01210300000000003,37545.0,17426.0,4531.0,1340.0,1.149993896484375,0.292623,0.29278,4.95,5.0,5.7,5.75,28,7,35,2023-02-23,8.73,10.7,8.73,-0.18411214953271018,0.18411214953271018,1.1120464339391471,0.18518518518518517,0.26320978249368415,0.2858029431862335,0.0,0.013875544061073854,0.07313351118000194,-0.022593160692549352,-0.00015699999999996272,2.3702437414678603,0.010050251256281372,0.008733624454148442,5871.0,54971.0,37545.0,37512.0,17426.0,13019.0,0.0008797184900831734,0.33850526154082494,0.9142857142857143,0
AAPL,2023-02-14,2023-03-17,31,155.0,4.324999999999999,5.475,9.799999999999999,0.27127049999999997,-0.057106000000000046,37314.0,17707.0,7706.0,2891.0,1.8000030517578125,0.275568,0.266973,4.3,4.35,5.45,5.5,29,7,36,2023-02-24,10.084999999999999,9.799999999999999,10.084999999999999,0.029081632653061244,-0.029081632653061244,0.5849790239270539,0.03571428571428571,0.2646407982130441,0.2912903351063743,0.016666666666666666,-0.009420222278038888,0.059919120607607644,-0.026649536893330217,0.008594999999999964,2.282382385676526,0.011560693641618458,0.00913242009132417,10597.0,55021.0,37314.0,35112.0,17707.0,13108.0,0.0627136021872864,0.35085444003661886,0.8857142857142857,1
AAPL,2023-02-15,2023-03-17,30,155.0,5.025,4.375,9.4,0.2645645,0.07091199999999998,38515.0,18692.0,9966.0,6628.0,0.3300018310546875,0.265327,0.263802,5.0,5.05,4.35,4.4,30,7,37,2023-02-27,9.01,9.4,9.01,-0.04148936170212772,0.04148936170212772,1.1456828994224133,0.0,0.23092297190904917,0.2938758379948061,0.0,0.022197843336700065,0.06585707696085918,-0.06295286608575693,0.0015249999999999986,2.2407096892759584,0.009950248756218869,0.011428571428571592,16594.0,57207.0,38515.0,35304.0,18692.0,13721.0,0.09095286653070474,0.36229137817943297,0.8571428571428571,2
AAPL,2023-02-16,2023-03-17,29,155.0,4.45,5.15,9.600000000000001,0.2752915,-0.026715000000000044,40165.0,22024.0,6375.0,4474.0,1.2899932861328125,0.278801,0.271782,4.4,4.5,5.1,5.2,31,7,38,2023-02-28,8.73,9.600000000000001,8.73,-0.0906250000000001,0.0906250000000001,1.164932467447168,0.13333333333333333,0.23631541543629012,0.251977771356723,0.016666666666666666,0.018649247428019725,0.018980632578483057,-0.015662355920432885,0.0070189999999999975,2.2617630984737906,0.02247191011235947,0.019417475728155442,10849.0,62189.0,40165.0,37037.0,22024.0,16715.0,0.08445608445608446,0.3176189051749925,0.8285714285714286,3
AAPL,2023-02-17,2023-03-17,28,155.0,3.45,5.55,9.0,0.259824,-0.12378699999999998,40691.0,22783.0,11053.0,3088.0,2.4499969482421875,0.259303,0.260345,3.4,3.5,5.5,5.6,32,7,39,2023-03-01,10.49,9.0,10.49,0.16555555555555557,-0.16555555555555557,1.107863941649398,0.0,0.23452699400358823,0.2222262513056769,0.016666666666666666,0.010146407756110063,-0.01270166517015426,0.012300742697911343,-0.0010419999999999874,2.1972245773362196,0.028985507246376836,0.018018018018017955,14141.0,63474.0,40691.0,37731.0,22783.0,17391.0,0.07845008083538735,0.3100454257949514,0.8,4
AAPL,2023-02-17,2023-03-24,35,152.5,5.45,4.95,10.4,0.27537049999999996,0.06570399999999998,835.0,3679.0,580.0,590.0,0.0500030517578125,0.273842,0.276899,5.4,5.5,4.9,5.0,32,7,39,2023-03-01,9.785,10.4,9.785,-0.059134615384615404,0.059134615384615404,1.1741526862182305,0.1875,0.23452699400358823,0.2222262513056769,0.016666666666666666,0.010146407756110063,-0.01270166517015426,0.012300742697911343,-0.003057000000000032,2.341805806147327,0.018348623853210944,0.02020202020202013,1170.0,4514.0,835.0,723.0,3679.0,592.0,0.15491009681881052,5.214527027027027,1.0,4
AAPL,2023-02-21,2023-03-24,31,148.0,5.8,4.675,10.475,0.302657,0.09181199999999995,211.0,577.0,29.0,590.0,0.4799957275390625,0.307257,0.298057,5.75,5.85,4.6,4.75,33,7,40,2023-03-02,8.025,10.475,8.025,-0.23389021479713598,0.23389021479713598,1.2773660620792082,0.42424242424242425,0.23693834444556627,0.24461174447066814,0.05,-0.035527901176675605,-0.02165235711560188,-0.007673400025101862,0.009199999999999986,2.348991465808201,0.01724137931034477,0.03208556149732628,619.0,788.0,211.0,165.0,577.0,215.0,0.2787878787878788,1.6837209302325582,0.8857142857142857,1
AAPL,2023-02-22,2023-03-24,30,149.0,5.1,5.05,10.149999999999999,0.298262,0.041039999999999965,1186.0,4145.0,1275.0,154.0,0.089996337890625,0.295953,0.300571,5.05,5.15,5.0,5.1,34,7,41,2023-03-03,7.955,10.149999999999999,7.955,-0.21625615763546788,0.21625615763546788,1.2585802783352449,0.35294117647058826,0.2369828966289846,0.21726105726418274,0.06666666666666667,-0.02840211619151708,-0.0378223384695561,0.019721839364801874,-0.0046179999999999555,2.3174737054877963,0.01960784313725501,0.019801980198019733,1429.0,5331.0,1186.0,182.0,4145.0,3402.0,5.516483516483516,0.21840094062316284,0.8571428571428571,2
AAPL,2023-02-23,2023-03-24,29,149.0,5.325,4.25,9.575,0.284159,0.08673200000000003,1464.0,4157.0,1501.0,106.0,0.399993896484375,0.290671,0.277647,5.25,5.4,4.2,4.3,35,7,42,2023-03-06,8.855,9.575,8.855,-0.07519582245430798,0.07519582245430798,1.1989396765604563,0.2571428571428571,0.23700858813447678,0.2045598353807382,0.08333333333333333,-0.03892466594277643,-0.0167268226060765,0.0324487527537386,0.013024000000000036,2.2591555350667094,0.02816901408450711,0.0235294117647058,1607.0,5621.0,1464.0,184.0,4157.0,3358.0,6.956521739130435,0.23793924955330553,0.8285714285714286,3
AAPL,2023-02-24,2023-03-24,28,147.0,4.7,4.675000000000001,9.375,0.28869199999999995,0.03393199999999996,161.0,789.0,245.0,221.0,0.2899932861328125,0.287695,0.289689,4.65,4.75,4.65,4.7,36,7,43,2023-03-07,8.715,9.375,8.715,-0.07040000000000002,0.07040000000000002,1.200514082357032,0.3055555555555556,0.24047364728383352,0.2198539148785146,0.1,-0.04660985900123417,-0.02796061157321458,0.02061973240531892,-0.0019939999999999958,2.2380465718564744,0.021276595744680774,0.010695187165775362,466.0,950.0,161.0,54.0,789.0,321.0,1.9814814814814814,1.4579439252336448,0.8,4
AAPL,2023-02-24,2023-03-31,35,147.0,5.25,5.1,10.35,0.284992,0.043238,445.0,289.0,230.0,126.0,0.2899932861328125,0.284484,0.2855,5.2,5.3,5.05,5.15,36,7,43,2023-03-07,9.585,10.35,9.585,-0.07391304347826076,0.07391304347826076,0.608635038455709,0.2702702702702703,0.24047364728383352,0.2198539148785146,0.1,-0.04660985900123417,-0.02796061157321458,0.02061973240531892,-0.0010159999999999614,2.336986519711378,0.01904761904761898,0.01960784313725501,356.0,734.0,445.0,11.0,289.0,79.0,39.45454545454545,2.6582278481012658,1.0,4
AAPL,2023-02-27,2023-03-31,32,148.0,5.15,4.75,9.9,0.282616,0.05690899999999999,402.0,486.0,2629.0,134.0,0.0800018310546875,0.282498,0.282734,5.1,5.2,4.7,4.8,37,7,44,2023-03-08,9.435,9.9,9.435,-0.04696969696969695,0.04696969696969695,1.174450423084276,0.23684210526315788,0.24063680717812647,0.22625843442160093,0.11666666666666667,-0.030820856467459003,-0.020674448711349068,0.014378372756525537,-0.00023599999999995847,2.2925347571405443,0.019417475728155442,0.021052631578947295,2763.0,888.0,402.0,14.0,486.0,182.0,27.714285714285715,1.6703296703296704,0.9142857142857143,0
AAPL,2023-02-28,2023-03-31,31,147.0,5.6,4.15,9.75,0.2836025,0.08901599999999998,544.0,358.0,183.0,273.0,0.410003662109375,0.29991,0.267295,5.55,5.65,4.1,4.2,38,7,45,2023-03-09,9.56,9.75,9.56,-0.019487179487179436,0.019487179487179436,0.6866480941127269,0.2564102564102564,0.2405922959258443,0.19463730049973546,0.11666666666666667,-0.007232395361028781,-0.04276029653770451,0.04595499542610884,0.032615000000000005,2.277267285009756,0.017857142857142953,0.0240963855421688,456.0,902.0,544.0,12.0,358.0,272.0,44.333333333333336,0.3161764705882353,0.8857142857142857,1
AAPL,2023-03-01,2023-03-31,30,145.0,5.2,4.35,9.55,0.286551,0.08202799999999999,174.0,1591.0,138.0,634.0,0.30999755859375,0.288876,0.284226,5.15,5.25,4.3,4.4,39,7,46,2023-03-10,9.67,9.55,9.67,0.012565445026177928,-0.012565445026177928,0.43021922404965224,0.325,0.24506735600925902,0.20109174604890515,0.15,-0.02447274666364314,-0.052874862855160354,0.04397560996035388,0.004650000000000043,2.256541154492639,0.019230769230769162,0.02298850574712656,772.0,1765.0,174.0,79.0,1591.0,786.0,1.2025316455696202,1.0241730279898218,0.8571428571428571,2
AAPL,2023-03-02,2023-03-31,29,146.0,4.7,4.3,9.0,0.2735325,0.053277999999999937,449.0,1063.0,260.0,211.0,0.089996337890625,0.27495,0.272115,4.65,4.75,4.25,4.35,40,7,47,2023-03-13,9.870000000000001,9.0,9.870000000000001,0.09666666666666678,-0.09666666666666678,0.6124657838916776,0.0975609756097561,0.24405003674696882,0.1801222227044221,0.15,-0.02363721347085439,-0.06256187941363095,0.06392781404254672,0.002835000000000032,2.1972245773362196,0.021276595744680774,0.023255813953488292,471.0,1512.0,449.0,55.0,1063.0,605.0,7.163636363636364,0.7570247933884298,0.8285714285714286,3
AAPL,2023-03-02,2023-04-06,35,146.0,5.15,4.65,9.8,0.270995,0.06018899999999999,207.0,192.0,92.0,250.0,0.089996337890625,0.272219,0.269771,5.1,5.2,4.6,4.7,40,7,47,2023-03-13,10.805,9.8,10.805,0.10255102040816316,-0.10255102040816316,0.6360668051933983,0.07142857142857142,0.24405003674696882,0.1801222227044221,0.15,-0.02363721347085439,-0.06256187941363095,0.06392781404254672,0.0024480000000000057,2.2823823856765264,0.019417475728155442,0.021505376344086134,342.0,399.0,207.0,,192.0,,,,1.0,3
